id;League;Season;Jornada;Home Team;Away Team;Home Goals;Away Goals;Home Points;Away Points;goles_ultimos_5_partidos_equipo_local;goles_ultimos_5_partidos_equipo_visitante;puntos_ultimos_5_partidos_equipo_local;puntos_ultimos_5_partidos_equipo_visitante;goles_ultimos_5_partidos_local_siendo_local;goles_ultimos_5_partidos_visitante_siendo_visitante;puntos_ultimos_5_partidos_local_siendo_local;puntos_ultimos_5_partidos_visitante_siendo_visitante;goles_en_contra_ultimos_5_partidos_equipo_local;goles_en_contra_ultimos_5_partidos_equipo_visitante;goles_en_contra_ultimos_5_partidos_local_siendo_local;goles_en_contra_ultimos_5_partidos_visitante_siendo_visitante;falta;Winner
41;LaLiga EA Sports;1970-71;6;Athletic;Sabadell;1;0;3;0;6;8;5;4;4;3;4;0;6;11;1;7;False;1
42;LaLiga EA Sports;1970-71;6;Atlético;Elche;3;1;3;0;9;6;13;4;5;0;6;0;2;5;1;3;False;1
43;LaLiga EA Sports;1970-71;6;Barcelona;Espanyol;3;0;3;0;12;2;11;5;9;1;6;3;5;3;3;1;False;1
44;LaLiga EA Sports;1970-71;6;Sporting;Valencia;0;1;0;3;4;7;4;5;3;2;3;1;11;6;3;4;False;2
45;LaLiga EA Sports;1970-71;6;Granada;Las Palmas;1;0;3;0;6;4;5;4;3;2;4;1;7;8;2;6;False;1
46;LaLiga EA Sports;1970-71;6;CD Malaga;Real Madrid;0;2;0;3;6;7;8;8;3;1;6;1;7;6;1;3;False;2
47;LaLiga EA Sports;1970-71;6;R. Sociedad;Sevilla;1;0;3;0;2;6;7;13;2;2;4;7;0;1;0;0;False;1
48;LaLiga EA Sports;1970-71;6;Zaragoza;Celta;0;0;1;1;3;7;2;7;1;2;2;0;10;7;2;5;False;0
49;LaLiga EA Sports;1970-71;7;Elche;Athletic;1;1;1;1;6;6;3;7;6;2;4;1;7;5;2;5;False;0
50;LaLiga EA Sports;1970-71;7;Espanyol;Atlético;0;0;1;1;2;11;5;15;1;4;2;7;5;2;2;1;False;0
51;LaLiga EA Sports;1970-71;7;Granada;R. Sociedad;2;0;3;0;6;3;7;9;4;0;7;3;6;0;2;0;False;1
52;LaLiga EA Sports;1970-71;7;Las Palmas;Celta;1;2;0;3;3;5;3;5;2;2;3;1;8;7;2;5;False;2
53;LaLiga EA Sports;1970-71;7;Real Madrid;Barcelona;0;1;0;3;7;14;8;13;6;3;7;5;6;4;3;2;False;2
54;LaLiga EA Sports;1970-71;7;Sabadell;Zaragoza;2;1;3;0;8;3;3;2;5;2;4;0;12;10;4;8;False;1
55;LaLiga EA Sports;1970-71;7;Sevilla;Sporting;1;1;1;1;5;4;10;4;4;1;6;1;2;10;1;8;False;0
56;LaLiga EA Sports;1970-71;7;Valencia;CD Malaga;1;0;3;0;8;6;8;7;5;3;4;2;4;9;2;6;False;1
57;LaLiga EA Sports;1970-71;8;Barcelona;Valencia;0;2;0;3;10;4;13;8;12;3;9;4;2;3;3;4;False;2
58;LaLiga EA Sports;1970-71;8;Athletic;Espanyol;2;0;3;0;7;2;8;6;5;1;7;3;4;4;1;4;False;1
59;LaLiga EA Sports;1970-71;8;Atlético;Real Madrid;2;2;1;1;9;6;13;8;8;3;9;4;2;4;2;3;False;0
60;LaLiga EA Sports;1970-71;8;Celta;Sabadell;1;0;3;0;6;8;8;6;5;3;7;0;6;10;2;8;False;1
61;LaLiga EA Sports;1970-71;8;Sporting;Granada;3;2;3;0;2;7;2;7;3;3;3;1;9;6;4;5;False;1
62;LaLiga EA Sports;1970-71;8;Las Palmas;R. Sociedad;4;2;3;0;3;1;3;6;3;0;3;3;5;2;4;2;False;1
63;LaLiga EA Sports;1970-71;8;CD Malaga;Sevilla;1;1;1;1;4;3;4;8;3;2;6;7;9;2;3;1;False;0
64;LaLiga EA Sports;1970-71;8;Zaragoza;Elche;1;1;1;1;2;7;2;4;1;1;3;0;7;6;2;6;False;0
65;LaLiga EA Sports;1970-71;9;Elche;Celta;1;1;1;1;3;6;2;10;7;4;5;4;7;5;3;6;False;0
66;LaLiga EA Sports;1970-71;9;Espanyol;Zaragoza;0;0;1;1;2;3;5;3;1;3;3;0;6;7;2;10;False;0
67;LaLiga EA Sports;1970-71;9;Granada;CD Malaga;1;1;1;1;7;3;7;5;6;3;10;2;6;5;2;7;False;0
68;LaLiga EA Sports;1970-71;9;R. Sociedad;Sporting;3;1;3;0;3;5;5;5;3;2;7;2;6;6;0;9;False;1
69;LaLiga EA Sports;1970-71;9;Real Madrid;Athletic;1;2;0;3;5;8;6;10;6;3;7;2;4;3;4;6;False;2
70;LaLiga EA Sports;1970-71;9;Sabadell;Las Palmas;0;0;1;1;3;6;3;5;7;2;7;1;9;6;5;7;False;0
71;LaLiga EA Sports;1970-71;9;Sevilla;Barcelona;0;1;0;3;3;9;6;12;5;4;7;8;3;3;2;2;False;2
72;LaLiga EA Sports;1970-71;9;Valencia;Atlético;1;0;3;0;6;10;11;11;6;4;7;8;2;4;2;1;False;1
73;LaLiga EA Sports;1970-71;10;Athletic;Valencia;0;0;1;1;7;5;10;13;7;5;10;7;4;0;1;4;False;0
74;LaLiga EA Sports;1970-71;10;Atlético;Sevilla;4;1;3;0;7;3;8;5;10;3;10;8;4;4;4;2;False;1
75;LaLiga EA Sports;1970-71;10;Barcelona;Granada;2;1;3;0;6;6;12;7;12;5;9;1;2;5;5;8;False;1
76;LaLiga EA Sports;1970-71;10;Celta;Espanyol;1;0;3;0;6;1;11;3;6;1;10;3;3;6;2;6;False;1
77;LaLiga EA Sports;1970-71;10;Las Palmas;Sporting;1;2;0;3;6;6;5;5;7;3;6;2;6;8;6;12;False;2
78;LaLiga EA Sports;1970-71;10;CD Malaga;R. Sociedad;0;0;1;1;3;6;3;7;4;2;7;3;6;7;4;6;False;0
79;LaLiga EA Sports;1970-71;10;Sabadell;Elche;1;0;3;0;2;4;4;3;7;2;8;1;5;7;5;7;False;1
80;LaLiga EA Sports;1970-71;10;Zaragoza;Real Madrid;0;5;0;3;3;6;4;5;2;5;4;5;4;6;3;5;False;2
81;LaLiga EA Sports;1970-71;11;Espanyol;Sabadell;3;1;3;0;0;3;2;7;1;3;4;0;6;3;2;9;False;1
82;LaLiga EA Sports;1970-71;11;Sporting;CD Malaga;3;0;3;0;7;2;7;3;6;4;6;3;8;5;6;8;False;1
83;LaLiga EA Sports;1970-71;11;Granada;Atlético;0;0;1;1;7;9;7;8;7;4;11;8;6;5;3;2;False;0
84;LaLiga EA Sports;1970-71;11;Las Palmas;Elche;2;2;1;1;6;4;4;3;7;2;5;1;7;7;7;8;False;0
85;LaLiga EA Sports;1970-71;11;R. Sociedad;Barcelona;1;0;3;0;6;7;7;12;6;5;10;11;7;3;1;2;False;1
86;LaLiga EA Sports;1970-71;11;Real Madrid;Celta;4;0;3;0;10;5;7;11;7;5;7;5;5;2;6;7;False;1
87;LaLiga EA Sports;1970-71;11;Sevilla;Athletic;3;2;3;0;3;6;2;11;5;5;7;5;8;2;3;7;False;1
88;LaLiga EA Sports;1970-71;11;Valencia;Zaragoza;2;0;3;0;5;2;13;3;7;3;10;1;0;8;2;10;False;1
89;LaLiga EA Sports;1970-71;12;Athletic;Granada;3;0;3;0;7;6;8;5;7;6;11;1;5;6;1;10;False;1
90;LaLiga EA Sports;1970-71;12;Atlético;R. Sociedad;1;0;3;0;6;6;6;7;14;2;13;3;4;7;5;6;False;1
91;LaLiga EA Sports;1970-71;12;Barcelona;Sporting;2;0;3;0;4;10;9;10;14;5;12;5;4;7;6;11;False;1
92;LaLiga EA Sports;1970-71;12;Celta;Valencia;1;0;3;0;5;6;10;13;7;5;13;8;6;0;2;4;False;1
93;LaLiga EA Sports;1970-71;12;Elche;Espanyol;1;1;1;1;5;3;4;5;8;1;6;3;6;4;4;7;False;0
94;LaLiga EA Sports;1970-71;12;CD Malaga;Las Palmas;1;1;1;1;2;8;3;5;4;2;8;2;6;8;4;7;False;0
95;LaLiga EA Sports;1970-71;12;Sabadell;Real Madrid;1;1;1;1;4;12;7;7;8;10;10;8;5;5;5;5;False;0
96;LaLiga EA Sports;1970-71;12;Zaragoza;Sevilla;4;1;3;0;2;6;2;5;2;3;3;5;10;9;8;6;False;1
97;LaLiga EA Sports;1970-71;13;Espanyol;Las Palmas;2;1;3;0;4;8;5;6;4;3;7;3;5;7;2;8;False;1
98;LaLiga EA Sports;1970-71;13;Sporting;Atlético;1;1;1;1;9;7;9;8;9;3;9;8;8;4;6;1;False;0
99;LaLiga EA Sports;1970-71;13;Granada;Zaragoza;3;0;3;0;4;5;2;5;6;3;9;1;9;9;3;12;False;1
100;LaLiga EA Sports;1970-71;13;CD Malaga;Barcelona;0;1;0;3;3;5;4;9;3;4;6;10;6;4;4;2;False;2
101;LaLiga EA Sports;1970-71;13;R. Sociedad;Athletic;2;1;3;0;6;9;7;10;7;7;13;5;6;4;1;8;False;1
102;LaLiga EA Sports;1970-71;13;Real Madrid;Elche;1;1;1;1;13;5;8;4;9;4;7;2;5;6;6;8;False;0
103;LaLiga EA Sports;1970-71;13;Sevilla;Celta;2;1;3;0;6;4;4;10;8;4;10;5;12;5;5;9;False;1
104;LaLiga EA Sports;1970-71;13;Valencia;Sabadell;2;1;3;0;5;3;10;5;4;4;10;0;1;5;1;12;False;1
105;LaLiga EA Sports;1970-71;14;Athletic;Sporting;3;0;3;0;8;7;7;7;9;5;13;5;6;7;0;8;False;1
106;LaLiga EA Sports;1970-71;14;Atlético;CD Malaga;2;1;3;0;6;2;8;3;13;4;13;2;3;6;5;11;False;1
107;LaLiga EA Sports;1970-71;14;Celta;Granada;2;0;3;0;4;5;7;5;6;5;13;0;7;6;2;12;False;1
108;LaLiga EA Sports;1970-71;14;Elche;Valencia;1;3;0;3;5;5;4;10;8;5;6;8;6;2;4;3;False;2
109;LaLiga EA Sports;1970-71;14;Espanyol;Real Madrid;0;1;0;3;6;12;8;8;6;10;9;9;4;4;3;3;False;2
110;LaLiga EA Sports;1970-71;14;Las Palmas;Barcelona;3;2;3;0;5;6;3;12;8;4;5;12;7;2;8;1;False;1
111;LaLiga EA Sports;1970-71;14;Sabadell;Sevilla;2;1;3;0;4;7;5;6;4;3;8;2;6;12;4;10;False;1
112;LaLiga EA Sports;1970-71;14;Zaragoza;R. Sociedad;1;0;3;0;4;6;4;10;6;2;6;2;11;3;8;7;False;1
113;LaLiga EA Sports;1970-71;15;Barcelona;Atlético;2;0;3;0;7;8;9;11;11;3;12;6;5;3;4;2;False;1
114;LaLiga EA Sports;1970-71;15;Sporting;Zaragoza;1;1;1;1;6;5;7;6;7;1;7;1;7;11;5;10;False;0
115;LaLiga EA Sports;1970-71;15;Granada;Sabadell;3;1;3;0;4;6;4;7;7;3;11;0;7;7;1;11;False;1
116;LaLiga EA Sports;1970-71;15;CD Malaga;Athletic;3;3;1;1;2;9;2;7;2;7;3;4;7;5;5;9;False;0
117;LaLiga EA Sports;1970-71;15;R. Sociedad;Celta;1;3;0;3;3;5;7;9;7;4;13;5;3;6;2;8;False;2
118;LaLiga EA Sports;1970-71;15;Real Madrid;Las Palmas;4;2;3;0;12;8;11;5;7;3;5;3;2;9;5;5;False;1
119;LaLiga EA Sports;1970-71;15;Sevilla;Elche;2;1;3;0;8;5;6;3;7;5;10;3;13;8;5;8;False;1
120;LaLiga EA Sports;1970-71;15;Valencia;Espanyol;2;1;3;0;7;6;10;7;6;2;13;4;3;5;1;7;False;1
121;LaLiga EA Sports;1970-71;16;Atlético;Las Palmas;2;1;3;0;4;9;8;5;12;4;13;2;4;11;5;8;False;1
122;LaLiga EA Sports;1970-71;16;Barcelona;Athletic;0;1;0;3;7;12;9;7;9;9;12;5;4;8;3;10;False;2
123;LaLiga EA Sports;1970-71;16;Sporting;Celta;4;0;3;0;5;7;5;9;8;7;8;7;7;7;5;9;False;1
124;LaLiga EA Sports;1970-71;16;Granada;Elche;3;1;3;0;6;6;7;3;9;5;11;3;6;9;2;7;False;1
125;LaLiga EA Sports;1970-71;16;CD Malaga;Zaragoza;1;0;3;0;5;6;2;7;5;2;4;2;10;7;6;8;False;1
126;LaLiga EA Sports;1970-71;16;R. Sociedad;Sabadell;2;0;3;0;4;6;6;4;8;3;12;0;6;10;5;10;False;1
127;LaLiga EA Sports;1970-71;16;Sevilla;Espanyol;1;0;3;0;9;7;9;7;8;2;10;1;10;6;6;9;False;1
128;LaLiga EA Sports;1970-71;16;Valencia;Real Madrid;1;0;3;0;9;11;12;11;8;11;15;11;4;4;2;3;False;1
129;LaLiga EA Sports;1970-71;17;Athletic;Atlético;1;0;3;0;11;6;10;10;9;1;13;3;5;5;0;4;False;1
130;LaLiga EA Sports;1970-71;17;Celta;CD Malaga;0;0;1;1;7;6;9;5;7;3;15;2;7;7;1;8;False;0
131;LaLiga EA Sports;1970-71;17;Elche;R. Sociedad;1;2;0;3;5;5;2;6;4;2;3;1;10;6;7;8;False;2
132;LaLiga EA Sports;1970-71;17;Espanyol;Granada;1;0;3;0;4;9;4;9;5;3;8;0;6;7;3;11;False;1
133;LaLiga EA Sports;1970-71;17;Las Palmas;Valencia;0;0;1;1;8;8;4;12;11;6;7;10;11;4;10;2;False;0
134;LaLiga EA Sports;1970-71;17;Real Madrid;Sevilla;4;0;3;0;7;7;8;9;10;4;7;1;5;8;6;12;False;1
135;LaLiga EA Sports;1970-71;17;Sabadell;Sporting;2;1;3;0;5;6;4;5;6;4;11;4;9;7;3;10;False;1
136;LaLiga EA Sports;1970-71;17;Zaragoza;Barcelona;1;2;0;3;6;7;7;9;6;5;8;9;6;4;7;4;False;2
137;LaLiga EA Sports;1970-71;18;Athletic;Las Palmas;1;0;3;0;9;7;10;4;9;5;13;2;5;10;0;9;False;1
138;LaLiga EA Sports;1970-71;18;Atlético;Zaragoza;3;0;3;0;5;3;7;4;11;1;13;2;6;7;5;7;False;1
139;LaLiga EA Sports;1970-71;18;Barcelona;Celta;2;1;3;0;7;6;9;7;6;5;9;4;5;7;4;12;False;1
140;LaLiga EA Sports;1970-71;18;Sporting;Elche;3;1;3;0;7;5;5;1;12;5;11;2;7;11;4;9;False;1
141;LaLiga EA Sports;1970-71;18;Granada;Real Madrid;2;0;3;0;9;10;9;10;10;9;11;8;5;4;3;4;False;1
142;LaLiga EA Sports;1970-71;18;CD Malaga;Sabadell;1;0;3;0;5;6;5;6;5;3;6;0;6;9;5;11;False;1
143;LaLiga EA Sports;1970-71;18;R. Sociedad;Espanyol;1;0;3;0;7;4;9;6;9;2;12;1;6;5;5;7;False;1
144;LaLiga EA Sports;1970-71;18;Sevilla;Valencia;2;2;1;1;6;8;9;13;8;5;12;8;8;3;5;2;False;0
145;LaLiga EA Sports;1970-71;19;Celta;Atlético;3;2;3;0;6;7;7;9;5;1;13;2;7;5;0;5;False;1
146;LaLiga EA Sports;1970-71;19;Elche;CD Malaga;1;1;1;1;5;6;0;8;5;2;3;2;13;5;8;7;False;0
147;LaLiga EA Sports;1970-71;19;Espanyol;Sporting;2;0;3;0;2;9;3;7;6;4;10;3;5;7;3;11;False;1
148;LaLiga EA Sports;1970-71;19;Real Madrid;R. Sociedad;1;0;3;0;9;6;9;9;14;4;10;4;5;5;5;7;False;1
149;LaLiga EA Sports;1970-71;19;Sabadell;Barcelona;2;1;3;0;5;8;6;9;6;6;11;9;8;6;3;5;False;1
150;LaLiga EA Sports;1970-71;19;Sevilla;Las Palmas;3;1;3;0;6;6;7;4;10;5;13;1;9;9;6;10;False;1
151;LaLiga EA Sports;1970-71;19;Valencia;Granada;2;1;3;0;8;8;11;9;8;3;15;0;4;5;2;11;False;1
152;LaLiga EA Sports;1970-71;19;Zaragoza;Athletic;1;2;0;3;3;9;4;13;7;9;7;7;7;3;9;9;False;2
153;LaLiga EA Sports;1970-71;20;Athletic;Celta;2;0;3;0;8;7;13;7;8;5;13;3;4;9;0;13;False;1
154;LaLiga EA Sports;1970-71;20;Atlético;Sabadell;4;1;3;0;7;5;6;6;12;3;15;0;7;8;3;11;False;1
155;LaLiga EA Sports;1970-71;20;Barcelona;Elche;0;0;1;1;7;5;9;1;8;6;12;2;5;11;3;11;False;0
156;LaLiga EA Sports;1970-71;20;Sporting;Real Madrid;0;1;0;3;9;9;7;9;12;7;11;7;6;5;3;4;False;2
157;LaLiga EA Sports;1970-71;20;Granada;Sevilla;0;0;1;1;9;8;9;10;11;4;13;1;5;8;2;15;False;0
158;LaLiga EA Sports;1970-71;20;Las Palmas;Zaragoza;4;0;3;0;4;3;1;1;10;1;8;1;10;9;8;10;False;1
159;LaLiga EA Sports;1970-71;20;CD Malaga;Espanyol;0;0;1;1;6;4;9;6;6;2;8;1;4;4;5;6;False;0
160;LaLiga EA Sports;1970-71;20;R. Sociedad;Valencia;0;0;1;1;6;7;9;11;7;5;12;6;5;4;4;4;False;0
161;LaLiga EA Sports;1970-71;21;Celta;Zaragoza;2;0;3;0;4;2;4;0;7;1;13;1;10;12;2;12;False;1
162;LaLiga EA Sports;1970-71;21;Elche;Atlético;0;4;0;3;4;11;2;9;5;3;3;2;9;6;8;7;False;2
163;LaLiga EA Sports;1970-71;21;Espanyol;Barcelona;0;1;0;3;3;5;7;7;8;6;12;6;2;5;3;7;False;2
164;LaLiga EA Sports;1970-71;21;Las Palmas;Granada;2;0;3;0;6;6;4;7;10;2;8;0;6;4;6;10;False;1
165;LaLiga EA Sports;1970-71;21;Real Madrid;CD Malaga;2;2;1;1;6;3;9;9;14;3;13;3;3;1;3;7;False;0
166;LaLiga EA Sports;1970-71;21;Sabadell;Athletic;1;0;3;0;5;7;6;15;8;9;13;7;9;1;4;9;False;1
167;LaLiga EA Sports;1970-71;21;Sevilla;R. Sociedad;1;0;3;0;6;5;8;10;10;2;13;4;7;2;5;4;False;1
168;LaLiga EA Sports;1970-71;21;Valencia;Sporting;1;0;3;0;5;8;9;6;9;3;15;3;3;6;3;10;False;1
169;LaLiga EA Sports;1970-71;22;Athletic;Elche;2;0;3;0;6;3;12;2;10;4;15;2;2;10;0;9;False;1
170;LaLiga EA Sports;1970-71;22;Atlético;Espanyol;3;0;3;0;13;3;9;7;12;2;15;2;5;2;3;5;False;1
171;LaLiga EA Sports;1970-71;22;Barcelona;Real Madrid;0;1;0;3;6;8;10;10;6;3;10;7;4;4;2;4;False;2
172;LaLiga EA Sports;1970-71;22;Celta;Las Palmas;1;0;3;0;6;7;7;7;8;5;13;0;6;4;2;12;False;1
173;LaLiga EA Sports;1970-71;22;Sporting;Sevilla;4;0;3;0;4;6;3;8;9;3;8;1;7;7;4;14;False;1
174;LaLiga EA Sports;1970-71;22;CD Malaga;Valencia;0;1;0;3;4;5;7;9;5;5;8;6;3;3;4;4;False;2
175;LaLiga EA Sports;1970-71;22;R. Sociedad;Granada;1;1;1;1;3;3;7;4;6;1;10;0;3;5;4;10;False;0
176;LaLiga EA Sports;1970-71;22;Zaragoza;Sabadell;3;1;3;0;2;6;0;9;7;3;6;0;13;7;10;12;False;1
177;LaLiga EA Sports;1970-71;23;Elche;Zaragoza;2;1;3;0;2;4;2;3;4;1;2;1;10;12;11;11;False;1
178;LaLiga EA Sports;1970-71;23;Espanyol;Athletic;1;0;3;0;2;7;4;12;5;7;9;7;5;2;3;7;False;1
179;LaLiga EA Sports;1970-71;23;Granada;Sporting;3;0;3;0;4;7;5;6;11;1;13;0;5;5;2;10;False;1
180;LaLiga EA Sports;1970-71;23;R. Sociedad;Las Palmas;1;0;3;0;2;7;5;6;5;4;8;0;3;5;4;11;False;1
181;LaLiga EA Sports;1970-71;23;Real Madrid;Atlético;1;0;3;0;5;16;10;12;12;7;11;4;4;4;5;7;False;1
182;LaLiga EA Sports;1970-71;23;Sabadell;Celta;3;2;3;0;5;7;6;9;8;5;13;3;9;6;4;11;False;1
183;LaLiga EA Sports;1970-71;23;Sevilla;CD Malaga;1;0;3;0;6;4;8;6;9;4;13;3;7;4;4;8;False;1
184;LaLiga EA Sports;1970-71;23;Valencia;Barcelona;1;1;1;1;6;4;11;7;8;7;15;9;3;4;3;6;False;0
185;LaLiga EA Sports;1970-71;24;Atlético;Valencia;3;0;3;0;13;5;9;11;14;6;15;9;5;2;3;3;False;1
186;LaLiga EA Sports;1970-71;24;Athletic;Real Madrid;0;1;0;3;6;6;9;13;9;3;15;9;3;2;0;3;False;2
187;LaLiga EA Sports;1970-71;24;Barcelona;Sevilla;5;2;3;0;3;5;5;10;4;2;7;1;4;5;3;14;False;1
188;LaLiga EA Sports;1970-71;24;Celta;Elche;3;0;3;0;8;3;9;5;8;3;13;1;7;8;2;10;False;1
189;LaLiga EA Sports;1970-71;24;Sporting;R. Sociedad;2;0;3;0;4;2;3;5;12;2;10;3;7;3;3;5;False;1
190;LaLiga EA Sports;1970-71;24;Las Palmas;Sabadell;5;0;3;0;7;8;6;9;11;3;11;0;5;10;4;13;False;1
191;LaLiga EA Sports;1970-71;24;CD Malaga;Granada;1;0;3;0;3;5;3;5;5;2;8;1;5;5;4;8;False;1
192;LaLiga EA Sports;1970-71;24;Zaragoza;Espanyol;2;2;1;1;5;3;3;7;10;1;9;1;11;4;6;7;False;0
193;LaLiga EA Sports;1970-71;25;Elche;Sabadell;0;0;1;1;2;6;4;6;5;2;4;0;10;14;11;15;False;0
194;LaLiga EA Sports;1970-71;25;Espanyol;Celta;0;1;0;3;3;8;5;9;4;6;9;3;6;5;2;12;False;2
195;LaLiga EA Sports;1970-71;25;Sporting;Las Palmas;2;0;3;0;6;11;6;9;13;2;12;0;5;2;2;8;False;1
196;LaLiga EA Sports;1970-71;25;Granada;Barcelona;0;2;0;3;4;7;5;8;11;7;13;7;4;4;2;7;False;2
197;LaLiga EA Sports;1970-71;25;R. Sociedad;CD Malaga;1;2;0;3;2;3;5;5;5;4;11;3;4;4;1;6;False;2
198;LaLiga EA Sports;1970-71;25;Real Madrid;Zaragoza;2;1;3;0;6;6;13;4;12;1;13;0;2;11;4;12;False;1
199;LaLiga EA Sports;1970-71;25;Sevilla;Atlético;1;1;1;1;4;14;7;12;8;6;13;3;9;2;3;7;False;0
200;LaLiga EA Sports;1970-71;25;Valencia;Athletic;4;0;3;0;3;4;8;6;7;6;13;7;4;3;3;6;False;1
201;LaLiga EA Sports;1970-71;26;Atlético;Granada;3;0;3;0;11;4;10;4;15;2;15;1;2;6;2;7;False;1
202;LaLiga EA Sports;1970-71;26;Athletic;Sevilla;1;0;3;0;2;5;3;7;6;3;12;1;7;10;1;15;False;1
203;LaLiga EA Sports;1970-71;26;Barcelona;R. Sociedad;4;0;3;0;9;3;10;4;7;2;7;3;4;6;5;6;False;1
204;LaLiga EA Sports;1970-71;26;Celta;Real Madrid;2;0;3;0;9;7;12;13;9;3;13;9;3;3;2;3;False;1
205;LaLiga EA Sports;1970-71;26;Elche;Las Palmas;2;0;3;0;2;7;4;6;4;1;5;0;10;4;8;8;False;1
206;LaLiga EA Sports;1970-71;26;CD Malaga;Sporting;3;0;3;0;5;8;7;9;3;1;10;0;5;4;1;11;False;1
207;LaLiga EA Sports;1970-71;26;Sabadell;Espanyol;0;0;1;1;5;3;7;4;10;2;15;2;10;7;5;7;False;0
208;LaLiga EA Sports;1970-71;26;Zaragoza;Valencia;0;2;0;3;7;7;4;10;8;3;7;6;9;4;7;5;False;2
209;LaLiga EA Sports;1970-71;27;Espanyol;Elche;2;0;3;0;3;4;5;7;4;2;9;1;6;6;2;11;False;1
210;LaLiga EA Sports;1970-71;27;Sporting;Barcelona;0;2;0;3;8;12;9;10;11;7;12;10;6;4;2;4;False;2
211;LaLiga EA Sports;1970-71;27;Granada;Athletic;2;2;1;1;4;3;4;6;8;3;10;6;7;6;3;7;False;0
212;LaLiga EA Sports;1970-71;27;Las Palmas;CD Malaga;1;2;0;3;5;6;3;9;14;5;13;6;6;3;2;5;False;2
213;LaLiga EA Sports;1970-71;27;R. Sociedad;Atlético;0;1;0;3;3;10;4;10;4;7;8;4;9;2;3;6;False;2
214;LaLiga EA Sports;1970-71;27;Real Madrid;Sabadell;3;1;3;0;5;4;12;5;10;2;13;1;3;10;3;13;False;1
215;LaLiga EA Sports;1970-71;27;Sevilla;Zaragoza;4;2;3;0;4;7;4;4;8;2;11;0;11;9;4;13;False;1
216;LaLiga EA Sports;1970-71;27;Valencia;Celta;2;1;3;0;8;9;10;12;9;4;13;3;4;3;2;11;False;1
217;LaLiga EA Sports;1970-71;28;Athletic;R. Sociedad;1;1;1;1;3;2;4;3;6;2;12;3;8;9;1;9;False;0
218;LaLiga EA Sports;1970-71;28;Atlético;Sporting;2;0;3;0;8;4;10;6;16;1;15;0;2;8;1;11;False;1
219;LaLiga EA Sports;1970-71;28;Barcelona;CD Malaga;1;0;3;0;14;8;13;12;11;7;10;8;3;3;4;6;False;1
220;LaLiga EA Sports;1970-71;28;Celta;Sevilla;2;0;3;0;9;8;9;7;11;2;15;1;5;9;2;14;False;1
221;LaLiga EA Sports;1970-71;28;Elche;Real Madrid;0;1;0;3;4;7;7;12;5;3;8;9;6;4;6;4;False;2
222;LaLiga EA Sports;1970-71;28;Las Palmas;Espanyol;0;0;1;1;6;5;3;8;12;2;10;3;7;3;2;6;False;0
223;LaLiga EA Sports;1970-71;28;Sabadell;Valencia;0;1;0;3;4;9;5;10;8;5;13;8;10;5;4;5;False;2
224;LaLiga EA Sports;1970-71;28;Zaragoza;Granada;0;0;1;1;6;5;1;4;7;2;4;1;12;8;9;9;False;0
225;LaLiga EA Sports;1970-71;29;CD Malaga;Atlético;0;0;1;1;8;10;12;13;5;8;10;7;3;1;1;5;False;0
226;LaLiga EA Sports;1970-71;29;Real Madrid;Espanyol;1;0;3;0;7;4;12;6;9;2;13;4;4;3;4;5;False;1
227;LaLiga EA Sports;1970-71;29;Sporting;Athletic;3;1;3;0;4;4;6;5;8;4;9;4;7;8;3;9;False;1
228;LaLiga EA Sports;1970-71;29;Granada;Celta;1;0;3;0;2;9;2;12;7;5;8;3;8;2;4;9;False;1
229;LaLiga EA Sports;1970-71;29;R. Sociedad;Zaragoza;2;0;3;0;2;5;1;2;3;4;5;0;10;10;4;14;False;1
230;LaLiga EA Sports;1970-71;29;Sevilla;Sabadell;1;0;3;0;7;1;4;2;10;3;13;1;11;9;4;15;False;1
231;LaLiga EA Sports;1970-71;29;Valencia;Elche;3;0;3;0;9;2;12;4;10;1;13;1;4;6;3;10;False;1
232;LaLiga EA Sports;1970-71;29;Barcelona;Las Palmas;2;0;3;0;14;6;15;4;10;1;10;0;2;6;3;9;False;1
233;LaLiga EA Sports;1970-71;30;Athletic;CD Malaga;2;1;3;0;5;7;5;10;6;6;10;7;10;3;2;6;False;1
234;LaLiga EA Sports;1970-71;30;Atlético;Barcelona;1;1;1;1;7;11;11;15;15;7;15;10;1;0;1;3;False;0
235;LaLiga EA Sports;1970-71;30;Celta;R. Sociedad;0;0;1;1;6;4;9;4;10;1;15;1;3;8;0;9;False;0
236;LaLiga EA Sports;1970-71;30;Elche;Sevilla;1;0;3;0;2;6;4;7;4;2;7;1;6;6;6;12;False;1
237;LaLiga EA Sports;1970-71;30;Espanyol;Valencia;1;0;3;0;2;12;5;15;5;4;9;10;2;1;2;3;False;1
238;LaLiga EA Sports;1970-71;30;Las Palmas;Real Madrid;0;0;1;1;1;7;1;12;12;4;10;12;8;4;2;2;False;0
239;LaLiga EA Sports;1970-71;30;Sabadell;Granada;0;1;0;3;1;3;2;5;6;1;10;2;5;7;4;7;False;2
240;LaLiga EA Sports;1970-71;30;Zaragoza;Sporting;0;0;1;1;3;5;1;6;6;0;5;0;10;8;7;11;False;0
291;LaLiga Hypermotion;1970-71;6;Rayo;Pontevedra;4;2;3;0;6;8;10;10;3;2;6;1;2;5;0;4;False;1
292;LaLiga Hypermotion;1970-71;6;Burgos;Hercules;1;0;3;0;8;8;10;10;6;2;6;3;5;4;2;2;False;1
