id;League;Season;Jornada;Home Team;Away Team;Home Goals;Away Goals;Home Points;Away Points;goles_ultimos_5_partidos_equipo_local;goles_ultimos_5_partidos_equipo_visitante;puntos_ultimos_5_partidos_equipo_local;puntos_ultimos_5_partidos_equipo_visitante;goles_ultimos_5_partidos_local_siendo_local;goles_ultimos_5_partidos_visitante_siendo_visitante;puntos_ultimos_5_partidos_local_siendo_local;puntos_ultimos_5_partidos_visitante_siendo_visitante;goles_en_contra_ultimos_5_partidos_equipo_local;goles_en_contra_ultimos_5_partidos_equipo_visitante;goles_en_contra_ultimos_5_partidos_local_siendo_local;goles_en_contra_ultimos_5_partidos_visitante_siendo_visitante;falta;Winner
9629;LaLiga EA Sports;1984-85;11;Atlético;Sevilla;1;1;1;1;5;4;7;7;9;3;12;7;5;7;4;6;False;0
9630;LaLiga EA Sports;1984-85;11;Betis;Real Madrid;4;1;3;0;6;7;4;11;3;4;2;8;7;1;6;2;False;1
9631;LaLiga EA Sports;1984-85;11;Espanyol;Elche;1;0;3;0;7;4;7;7;10;2;9;4;5;3;4;5;False;1
9632;LaLiga EA Sports;1984-85;11;Hercules;Sporting;1;1;1;1;5;7;5;11;7;3;9;5;8;2;5;3;False;0
9633;LaLiga EA Sports;1984-85;11;CD Malaga;Barcelona;1;2;0;3;3;7;6;9;3;8;7;11;3;4;2;3;False;2
9634;LaLiga EA Sports;1984-85;11;Murcia;Athletic;0;0;1;1;4;3;2;6;5;3;4;6;9;3;8;6;False;0
9635;LaLiga EA Sports;1984-85;11;Osasuna;Zaragoza;0;1;0;3;8;3;6;4;9;3;10;2;11;7;2;10;False;2
9636;LaLiga EA Sports;1984-85;11;Valencia;Valladolid;0;0;1;1;6;5;9;3;10;4;10;4;1;7;2;6;False;0
9637;LaLiga EA Sports;1984-85;12;Athletic;R. Sociedad;1;1;1;1;3;2;6;7;3;3;7;5;3;1;2;5;False;0
9638;LaLiga EA Sports;1984-85;12;Barcelona;Hercules;2;0;3;0;7;4;9;5;9;3;11;4;5;7;2;10;False;1
9639;LaLiga EA Sports;1984-85;12;Elche;CD Malaga;1;1;1;1;2;4;4;6;2;2;5;5;3;3;2;7;False;0
9640;LaLiga EA Sports;1984-85;12;Sporting;Valencia;1;1;1;1;7;4;9;7;7;5;11;8;3;1;3;3;False;0
9641;LaLiga EA Sports;1984-85;12;Racing;Betis;1;1;1;1;6;8;5;6;10;6;13;9;8;6;1;4;False;0
9642;LaLiga EA Sports;1984-85;12;Real Madrid;Osasuna;1;0;3;0;8;8;10;6;9;4;10;4;5;10;4;13;False;1
9643;LaLiga EA Sports;1984-85;12;Sevilla;Murcia;0;0;1;1;3;3;5;3;6;3;10;1;7;7;2;11;False;0
9644;LaLiga EA Sports;1984-85;12;Valladolid;Atlético;2;2;1;1;4;4;4;5;6;2;5;5;5;5;7;3;False;0
9645;LaLiga EA Sports;1984-85;12;Zaragoza;Espanyol;1;1;1;1;3;8;7;10;4;2;9;1;5;4;3;11;False;0
9646;LaLiga EA Sports;1984-85;13;Atlético;Racing;2;1;3;0;5;7;3;6;7;0;10;1;7;7;5;11;False;1
9647;LaLiga EA Sports;1984-85;13;Barcelona;Valladolid;4;2;3;0;8;5;11;4;7;3;11;4;4;6;2;5;False;1
9648;LaLiga EA Sports;1984-85;13;Betis;Elche;2;0;3;0;8;1;6;2;7;2;4;4;6;4;7;5;False;1
9649;LaLiga EA Sports;1984-85;13;Hercules;Sevilla;0;0;1;1;4;3;5;6;7;3;7;5;8;3;6;7;False;0
9650;LaLiga EA Sports;1984-85;13;CD Malaga;Sporting;0;0;1;1;5;8;6;9;4;4;7;6;4;4;3;3;False;0
9651;LaLiga EA Sports;1984-85;13;Murcia;Real Madrid;0;1;0;3;2;7;3;10;5;4;5;7;6;5;7;5;False;2
9652;LaLiga EA Sports;1984-85;13;Osasuna;Espanyol;5;0;3;0;4;8;3;8;7;2;7;2;11;5;3;7;False;1
9653;LaLiga EA Sports;1984-85;13;R. Sociedad;Zaragoza;2;1;3;0;3;4;7;8;8;4;9;5;2;4;0;6;False;1
9654;LaLiga EA Sports;1984-85;13;Valencia;Athletic;1;1;1;1;5;4;7;7;5;3;8;7;2;3;1;3;False;0
9655;LaLiga EA Sports;1984-85;14;Athletic;Atlético;2;2;1;1;5;7;7;5;3;4;7;5;4;8;2;5;False;0
9656;LaLiga EA Sports;1984-85;14;Elche;Osasuna;0;0;1;1;1;6;1;3;3;4;6;4;6;9;2;11;False;0
9657;LaLiga EA Sports;1984-85;14;Espanyol;CD Malaga;0;0;1;1;8;5;7;6;11;2;11;3;10;4;4;8;False;0
9658;LaLiga EA Sports;1984-85;14;Sporting;Barcelona;2;2;1;1;7;11;9;13;7;7;11;11;3;5;3;4;False;0
9659;LaLiga EA Sports;1984-85;14;Racing;Murcia;2;2;1;1;7;1;5;3;10;3;11;2;8;5;2;9;False;0
9660;LaLiga EA Sports;1984-85;14;Real Madrid;R. Sociedad;1;1;1;1;8;4;12;9;10;4;13;5;5;2;1;6;False;0
9661;LaLiga EA Sports;1984-85;14;Sevilla;Valencia;0;0;1;1;3;6;6;7;3;5;8;6;3;3;2;4;False;0
9662;LaLiga EA Sports;1984-85;14;Valladolid;Hercules;3;1;3;0;5;2;4;3;7;2;3;1;7;7;9;12;False;1
9663;LaLiga EA Sports;1984-85;14;Zaragoza;Betis;0;0;1;1;4;9;7;8;5;6;10;7;5;5;3;5;False;0
9664;LaLiga EA Sports;1984-85;15;Atlético;Real Madrid;0;1;0;3;8;8;6;10;7;5;10;10;8;6;5;4;False;2
9665;LaLiga EA Sports;1984-85;15;Barcelona;Sevilla;3;1;3;0;11;1;11;4;10;3;11;6;6;2;4;6;False;1
9666;LaLiga EA Sports;1984-85;15;Betis;Espanyol;3;1;3;0;8;3;9;5;9;2;7;2;3;10;6;11;False;1
9667;LaLiga EA Sports;1984-85;15;Murcia;Zaragoza;0;3;0;3;3;4;4;8;1;4;2;4;4;3;8;7;False;2
9668;LaLiga EA Sports;1984-85;15;R. Sociedad;Elche;2;0;3;0;5;1;9;2;6;2;9;4;3;5;1;5;False;1
9669;LaLiga EA Sports;1984-85;15;Sporting;Valladolid;1;3;0;3;6;8;7;6;7;5;9;4;5;8;5;7;False;2
9670;LaLiga EA Sports;1984-85;15;Hercules;Athletic;0;0;1;1;3;5;3;5;6;3;7;5;7;5;5;4;False;0
9671;LaLiga EA Sports;1984-85;15;CD Malaga;Osasuna;2;1;3;0;3;5;4;4;4;3;8;4;4;7;2;10;False;1
9672;LaLiga EA Sports;1984-85;15;Valencia;Racing;0;0;1;1;3;9;5;6;6;1;9;1;3;5;1;12;False;0
9673;LaLiga EA Sports;1984-85;16;Athletic;Barcelona;1;0;3;0;4;13;5;13;4;9;5;11;4;6;4;6;False;1
9674;LaLiga EA Sports;1984-85;16;Elche;Murcia;0;0;1;1;1;2;2;3;3;5;6;3;6;6;2;7;False;0
9675;LaLiga EA Sports;1984-85;16;Espanyol;R. Sociedad;1;3;0;3;3;6;5;9;9;4;11;6;9;3;2;5;False;2
9676;LaLiga EA Sports;1984-85;16;CD Malaga;Valladolid;3;1;3;0;4;10;6;8;5;6;8;6;4;8;3;6;False;1
9677;LaLiga EA Sports;1984-85;16;Osasuna;Betis;1;2;0;3;6;10;4;11;10;5;7;5;4;3;3;5;False;2
9678;LaLiga EA Sports;1984-85;16;Racing;Hercules;2;0;3;0;4;2;4;3;11;1;9;0;5;6;4;13;False;1
9679;LaLiga EA Sports;1984-85;16;Real Madrid;Valencia;1;0;3;0;5;2;10;5;9;5;11;7;5;2;2;2;False;1
9680;LaLiga EA Sports;1984-85;16;Sevilla;Sporting;0;1;0;3;2;5;4;4;2;4;6;7;4;7;2;1;False;2
9681;LaLiga EA Sports;1984-85;16;Zaragoza;Atlético;1;1;1;1;6;7;8;6;3;5;8;3;3;7;3;7;False;0
9682;LaLiga EA Sports;1984-85;17;Atlético;Elche;1;0;3;0;7;1;6;3;5;0;7;1;7;5;5;6;False;1
9683;LaLiga EA Sports;1984-85;17;Barcelona;Racing;2;0;3;0;11;6;10;6;11;1;11;2;6;5;5;9;False;1
9684;LaLiga EA Sports;1984-85;17;Betis;CD Malaga;0;1;0;3;8;6;11;9;11;2;10;4;3;3;5;4;False;2
9685;LaLiga EA Sports;1984-85;17;Sporting;Athletic;1;1;1;1;5;5;6;7;7;3;6;6;6;4;8;3;False;0
9686;LaLiga EA Sports;1984-85;17;Hercules;Real Madrid;2;2;1;1;1;5;2;13;4;6;7;12;7;1;3;4;False;0
9687;LaLiga EA Sports;1984-85;17;Murcia;Espanyol;1;0;3;0;2;3;3;2;1;3;2;2;6;12;8;13;False;1
9688;LaLiga EA Sports;1984-85;17;R. Sociedad;Osasuna;0;2;0;3;9;7;11;4;4;4;9;4;4;5;1;10;False;2
9689;LaLiga EA Sports;1984-85;17;Valencia;Zaragoza;4;1;3;0;2;6;4;6;4;6;7;7;3;4;1;5;False;1
9690;LaLiga EA Sports;1984-85;17;Valladolid;Sevilla;2;3;0;3;11;1;7;3;9;4;5;5;11;4;9;9;False;2
9691;LaLiga EA Sports;1984-85;18;Atlético;Espanyol;2;2;1;1;6;2;8;1;5;3;7;1;5;12;5;14;False;0
9692;LaLiga EA Sports;1984-85;18;Barcelona;Real Madrid;3;2;3;0;11;6;10;11;12;6;13;10;6;3;4;6;False;1
9693;LaLiga EA Sports;1984-85;18;Sporting;Racing;0;0;1;1;5;5;6;5;7;1;6;2;6;6;8;9;False;0
9694;LaLiga EA Sports;1984-85;18;Hercules;Zaragoza;0;0;1;1;3;6;3;5;4;6;5;6;7;7;4;8;False;0
9695;LaLiga EA Sports;1984-85;18;Murcia;Osasuna;0;0;1;1;3;9;5;7;1;3;4;4;6;4;7;8;False;0
9696;LaLiga EA Sports;1984-85;18;R. Sociedad;Betis;0;1;0;3;8;7;10;10;4;5;8;7;5;3;3;4;False;2
9697;LaLiga EA Sports;1984-85;18;Sevilla;CD Malaga;2;0;3;0;4;6;5;11;0;3;3;7;6;2;2;2;False;1
9698;LaLiga EA Sports;1984-85;18;Valencia;Elche;0;0;1;1;5;0;6;2;8;0;9;0;3;5;2;7;False;0
9699;LaLiga EA Sports;1984-85;18;Valladolid;Athletic;0;0;1;1;11;5;6;7;10;4;5;7;12;4;10;3;False;0
9700;LaLiga EA Sports;1984-85;19;Athletic;Sevilla;0;0;1;1;4;6;7;7;5;7;7;8;3;6;4;7;False;0
9701;LaLiga EA Sports;1984-85;19;Betis;Murcia;0;2;0;3;6;3;10;6;10;4;9;4;3;5;5;5;False;2
9702;LaLiga EA Sports;1984-85;19;Elche;Hercules;2;0;3;0;0;3;3;3;3;1;6;0;3;7;2;11;False;1
9703;LaLiga EA Sports;1984-85;19;Espanyol;Valencia;3;2;3;0;4;4;2;6;8;2;10;4;9;2;3;3;False;1
9704;LaLiga EA Sports;1984-85;19;CD Malaga;R. Sociedad;1;3;0;3;6;6;10;7;8;7;10;9;4;5;4;4;False;2
9705;LaLiga EA Sports;1984-85;19;Racing;Valladolid;1;0;3;0;4;9;6;7;11;6;9;5;4;8;4;8;False;1
9706;LaLiga EA Sports;1984-85;19;Real Madrid;Sporting;0;0;1;1;7;5;8;6;7;5;11;9;6;6;2;1;False;0
9707;LaLiga EA Sports;1984-85;19;Zaragoza;Barcelona;2;4;0;3;5;10;6;10;3;7;6;8;5;6;4;6;False;2
9708;LaLiga EA Sports;1984-85;19;Osasuna;Atlético;0;0;1;1;4;6;5;6;11;6;6;4;4;6;5;7;False;0
9709;LaLiga EA Sports;1984-85;20;Athletic;CD Malaga;4;1;3;0;2;7;7;9;5;3;7;6;1;7;4;4;False;1
9710;LaLiga EA Sports;1984-85;20;Atlético;Betis;2;0;3;0;4;6;6;9;6;5;8;9;4;5;5;3;False;1
9711;LaLiga EA Sports;1984-85;20;Barcelona;Elche;4;0;3;0;12;2;12;5;14;0;15;1;6;3;5;6;False;1
9712;LaLiga EA Sports;1984-85;20;Sporting;Zaragoza;0;2;0;3;3;7;6;5;5;6;4;7;4;9;7;6;False;2
9713;LaLiga EA Sports;1984-85;20;Hercules;Espanyol;0;0;1;1;2;7;3;4;3;4;5;2;6;11;3;12;False;0
9714;LaLiga EA Sports;1984-85;20;Murcia;R. Sociedad;2;2;1;1;3;8;8;9;1;9;5;11;3;5;4;4;False;0
9715;LaLiga EA Sports;1984-85;20;Sevilla;Racing;0;0;1;1;6;3;7;8;2;1;5;3;6;2;2;4;False;0
9716;LaLiga EA Sports;1984-85;20;Valencia;Osasuna;0;0;1;1;6;4;5;5;5;3;7;5;5;4;2;3;False;0
9717;LaLiga EA Sports;1984-85;20;Valladolid;Real Madrid;1;1;1;1;6;6;4;8;8;7;6;7;8;5;7;9;False;0
9718;LaLiga EA Sports;1984-85;21;R. Sociedad;Atlético;0;4;0;3;8;6;7;9;4;6;7;4;7;3;4;7;False;2
9719;LaLiga EA Sports;1984-85;21;Betis;Valencia;1;3;0;3;3;6;6;5;9;4;9;3;6;5;5;6;False;2
9720;LaLiga EA Sports;1984-85;21;Elche;Sporting;0;0;1;1;2;2;5;6;3;5;6;9;5;3;2;1;False;0
9721;LaLiga EA Sports;1984-85;21;Espanyol;Barcelona;0;0;1;1;6;13;5;12;10;10;10;10;8;5;5;7;False;0
9722;LaLiga EA Sports;1984-85;21;CD Malaga;Murcia;0;0;1;1;6;5;6;9;7;5;7;7;10;2;7;3;False;0
9723;LaLiga EA Sports;1984-85;21;Osasuna;Hercules;2;1;3;0;3;2;6;3;7;1;4;0;2;6;5;12;False;1
9724;LaLiga EA Sports;1984-85;21;Racing;Athletic;1;0;3;0;3;6;8;9;11;2;11;5;2;2;3;2;False;1
9725;LaLiga EA Sports;1984-85;21;Real Madrid;Sevilla;1;2;0;3;6;5;6;8;7;5;11;6;6;3;2;6;False;2
9726;LaLiga EA Sports;1984-85;21;Zaragoza;Valladolid;1;1;1;1;6;4;5;2;5;6;6;4;9;8;6;9;False;0
9727;LaLiga EA Sports;1984-85;22;Athletic;Zaragoza;0;3;0;3;5;6;6;5;8;7;9;7;3;9;4;6;False;2
9728;LaLiga EA Sports;1984-85;22;Atlético;CD Malaga;3;0;3;0;9;3;11;4;7;3;10;5;2;9;4;7;False;1
9729;LaLiga EA Sports;1984-85;22;Barcelona;Betis;4;0;3;0;13;2;13;3;16;4;15;8;4;8;5;4;False;1
9730;LaLiga EA Sports;1984-85;22;Sporting;Osasuna;1;0;3;0;1;4;4;9;4;3;3;6;3;1;8;2;False;1
9731;LaLiga EA Sports;1984-85;22;Hercules;R. Sociedad;0;0;1;1;3;5;3;4;2;10;5;9;6;10;2;6;False;0
9732;LaLiga EA Sports;1984-85;22;Racing;Real Madrid;0;0;1;1;2;6;8;3;7;7;11;8;2;8;3;6;False;0
9733;LaLiga EA Sports;1984-85;22;Sevilla;Elche;1;1;1;1;7;2;11;5;2;0;6;1;3;5;1;9;False;0
9734;LaLiga EA Sports;1984-85;22;Valencia;Murcia;1;1;1;1;9;5;8;9;5;4;7;7;5;2;2;2;False;0
9735;LaLiga EA Sports;1984-85;22;Valladolid;Espanyol;1;1;1;1;4;5;3;6;8;3;6;2;6;5;7;11;False;0
9736;LaLiga EA Sports;1984-85;23;Betis;Hercules;1;0;3;0;2;1;3;3;6;2;6;0;11;4;7;11;False;1
9737;LaLiga EA Sports;1984-85;23;Elche;Valladolid;1;1;1;1;3;3;6;4;3;7;7;4;5;4;1;10;False;0
9738;LaLiga EA Sports;1984-85;23;Espanyol;Sporting;2;2;1;1;6;1;7;6;5;2;8;7;5;2;5;1;False;0
9739;LaLiga EA Sports;1984-85;23;CD Malaga;Racing;2;0;3;0;2;2;1;9;6;1;8;3;12;0;5;4;False;1
9740;LaLiga EA Sports;1984-85;23;Murcia;Atlético;0;1;0;3;5;11;7;11;3;9;5;7;3;2;6;5;False;2
9741;LaLiga EA Sports;1984-85;23;Osasuna;Barcelona;1;2;0;3;2;15;6;13;8;8;7;8;2;4;4;6;False;2
9742;LaLiga EA Sports;1984-85;23;R. Sociedad;Valencia;4;1;3;0;5;6;5;6;4;6;6;5;8;5;8;6;False;1
9743;LaLiga EA Sports;1984-85;23;Real Madrid;Athletic;2;2;1;1;4;4;3;5;4;2;8;4;6;5;3;3;False;0
9744;LaLiga EA Sports;1984-85;23;Zaragoza;Sevilla;4;1;3;0;8;5;8;9;5;6;4;8;5;2;7;6;False;1
9745;LaLiga EA Sports;1984-85;24;Athletic;Espanyol;2;1;3;0;6;6;5;7;7;4;8;3;7;5;6;7;False;1
9746;LaLiga EA Sports;1984-85;24;Barcelona;Murcia;6;0;3;0;14;5;13;6;16;5;15;7;3;4;3;3;False;1
9747;LaLiga EA Sports;1984-85;24;Sporting;R. Sociedad;1;0;3;0;3;9;6;8;3;9;5;9;4;8;6;5;False;1
9748;LaLiga EA Sports;1984-85;24;Hercules;Atlético;1;3;0;3;1;10;2;13;2;8;5;9;5;0;2;3;False;2
9749;LaLiga EA Sports;1984-85;24;Racing;Elche;2;0;3;0;2;4;8;6;6;1;11;2;2;6;2;8;False;1
9750;LaLiga EA Sports;1984-85;24;Real Madrid;Zaragoza;1;2;0;3;4;12;4;10;5;9;6;10;5;6;5;4;False;2
9751;LaLiga EA Sports;1984-85;24;Sevilla;Osasuna;1;2;0;3;4;3;6;5;3;3;6;5;6;4;2;3;False;2
9752;LaLiga EA Sports;1984-85;24;Valencia;CD Malaga;1;1;1;1;7;4;5;4;5;2;7;4;9;10;2;9;False;0
9753;LaLiga EA Sports;1984-85;24;Valladolid;Betis;3;1;3;0;4;2;4;3;7;3;6;7;5;11;6;7;False;1
9754;LaLiga EA Sports;1984-85;25;Atlético;Valencia;2;3;0;3;13;6;15;6;8;6;10;4;1;7;3;9;False;2
9755;LaLiga EA Sports;1984-85;25;Betis;Sporting;1;2;0;3;3;4;3;8;5;3;6;7;12;4;7;2;False;2
9756;LaLiga EA Sports;1984-85;25;Elche;Athletic;1;0;3;0;2;8;3;7;3;3;7;4;8;8;1;4;False;1
9757;LaLiga EA Sports;1984-85;25;Espanyol;Sevilla;1;0;3;0;4;5;4;5;6;7;6;7;5;8;7;10;False;1
9758;LaLiga EA Sports;1984-85;25;CD Malaga;Real Madrid;1;1;1;1;4;5;5;3;8;6;10;6;8;7;5;6;False;0
9759;LaLiga EA Sports;1984-85;25;Murcia;Hercules;0;2;0;3;3;2;3;2;3;2;5;0;10;6;6;10;False;2
9760;LaLiga EA Sports;1984-85;25;Osasuna;Valladolid;3;0;3;0;5;7;7;7;9;6;7;5;5;5;5;7;False;1
9761;LaLiga EA Sports;1984-85;25;R. Sociedad;Barcelona;0;0;1;1;6;16;5;13;6;8;6;8;8;1;8;6;False;0
9762;LaLiga EA Sports;1984-85;25;Zaragoza;Racing;0;0;1;1;12;3;13;8;8;0;6;3;3;2;7;4;False;0
9763;LaLiga EA Sports;1984-85;26;Athletic;Osasuna;5;0;3;0;4;8;4;9;7;4;10;8;8;5;5;2;False;1
9764;LaLiga EA Sports;1984-85;26;Barcelona;Atlético;2;2;1;1;12;13;11;12;19;9;15;11;1;4;2;2;False;0
9765;LaLiga EA Sports;1984-85;26;Sporting;Murcia;1;0;3;0;6;1;11;2;3;3;8;6;3;10;3;7;False;1
9766;LaLiga EA Sports;1984-85;26;Hercules;Valencia;2;0;3;0;4;9;4;8;3;9;4;6;6;9;5;11;False;1
9767;LaLiga EA Sports;1984-85;26;Racing;Espanyol;1;3;0;3;3;5;8;6;6;4;13;3;2;5;0;6;False;2
9768;LaLiga EA Sports;1984-85;26;Real Madrid;Elche;6;1;3;0;5;3;3;6;5;1;5;2;7;4;6;8;False;1
9769;LaLiga EA Sports;1984-85;26;Sevilla;Betis;1;0;3;0;5;4;4;3;4;4;5;6;9;12;4;10;False;1
9770;LaLiga EA Sports;1984-85;26;Valladolid;R. Sociedad;1;1;1;1;6;4;6;5;7;8;6;8;7;6;6;5;False;0
9771;LaLiga EA Sports;1984-85;26;Zaragoza;CD Malaga;0;0;1;1;10;4;11;6;8;3;6;4;3;5;7;10;False;0
9772;LaLiga EA Sports;1984-85;27;Atlético;Sporting;0;0;1;1;11;7;10;13;10;5;10;9;6;3;5;3;False;0
9773;LaLiga EA Sports;1984-85;27;Betis;Athletic;0;2;0;3;3;9;3;7;3;3;3;3;10;7;8;5;False;2
9774;LaLiga EA Sports;1984-85;27;Elche;Zaragoza;0;0;1;1;4;9;5;11;4;8;9;10;10;2;1;5;False;0
9775;LaLiga EA Sports;1984-85;27;Espanyol;Real Madrid;2;0;3;0;8;10;8;6;7;6;8;4;6;6;7;7;False;1
9776;LaLiga EA Sports;1984-85;27;CD Malaga;Hercules;1;1;1;1;4;5;6;7;7;3;8;3;5;4;5;7;False;0
9777;LaLiga EA Sports;1984-85;27;Murcia;Valladolid;1;2;0;3;1;6;1;6;3;3;5;2;11;7;5;9;False;2
9778;LaLiga EA Sports;1984-85;27;Osasuna;Racing;0;0;1;1;6;3;6;5;7;0;7;3;9;5;5;4;False;0
9779;LaLiga EA Sports;1984-85;27;R. Sociedad;Sevilla;5;1;3;0;5;4;6;4;4;6;4;7;3;8;8;8;False;1
9780;LaLiga EA Sports;1984-85;27;Valencia;Barcelona;2;5;0;3;6;14;5;11;6;6;7;8;10;3;3;4;False;2
9781;LaLiga EA Sports;1984-85;28;Athletic;Murcia;1;0;3;0;11;1;10;0;11;3;10;5;4;12;5;8;False;1
9782;LaLiga EA Sports;1984-85;28;Sporting;Hercules;4;0;3;0;6;6;11;7;3;4;10;4;3;5;2;6;False;1
9783;LaLiga EA Sports;1984-85;28;Racing;R. Sociedad;1;0;3;0;3;10;5;8;5;6;10;6;5;4;3;5;False;1
9784;LaLiga EA Sports;1984-85;28;Barcelona;CD Malaga;1;0;3;0;15;5;11;7;19;2;13;2;5;3;4;10;False;1
9785;LaLiga EA Sports;1984-85;28;Elche;Espanyol;0;3;0;3;3;9;5;10;4;7;9;6;9;5;1;6;False;2
9786;LaLiga EA Sports;1984-85;28;Real Madrid;Betis;3;2;3;0;10;3;5;3;10;2;5;3;8;8;7;10;False;1
9787;LaLiga EA Sports;1984-85;28;Sevilla;Atlético;2;4;0;3;4;8;3;8;5;10;8;11;12;6;3;3;False;2
9788;LaLiga EA Sports;1984-85;28;Valladolid;Valencia;1;0;3;0;7;7;8;4;6;9;7;6;7;14;4;12;False;1
9789;LaLiga EA Sports;1984-85;28;Zaragoza;Osasuna;1;2;0;3;6;6;9;7;7;2;6;5;2;8;6;7;False;2
9790;LaLiga EA Sports;1984-85;29;Atlético;Valladolid;2;0;3;0;11;7;8;10;9;4;8;5;8;6;5;7;False;1
9791;LaLiga EA Sports;1984-85;29;Betis;Racing;1;2;0;3;4;4;0;8;3;0;3;4;11;3;9;2;False;2
9792;LaLiga EA Sports;1984-85;29;Espanyol;Zaragoza;3;2;3;0;10;3;12;6;8;7;11;11;3;3;4;1;False;1
9793;LaLiga EA Sports;1984-85;29;Hercules;Barcelona;1;0;3;0;6;14;7;11;3;11;6;11;8;4;3;5;False;1
9794;LaLiga EA Sports;1984-85;29;CD Malaga;Elche;0;0;1;1;3;2;4;4;5;2;6;2;4;11;5;13;False;0
9795;LaLiga EA Sports;1984-85;29;Murcia;Sevilla;2;0;3;0;1;5;0;3;3;4;2;4;12;12;7;11;False;1
9796;LaLiga EA Sports;1984-85;29;Osasuna;Real Madrid;1;0;3;0;7;11;10;7;6;4;8;3;7;8;3;7;False;1
9797;LaLiga EA Sports;1984-85;29;R. Sociedad;Athletic;1;2;0;3;6;10;5;12;9;4;7;5;4;2;7;4;False;2
9798;LaLiga EA Sports;1984-85;29;Valencia;Sporting;0;2;0;3;6;8;4;13;4;4;4;7;11;1;7;3;False;2
9799;LaLiga EA Sports;1984-85;30;Athletic;Valencia;3;2;3;0;10;5;12;3;12;7;12;6;2;12;5;10;False;1
9800;LaLiga EA Sports;1984-85;30;Elche;Betis;2;1;3;0;2;4;5;0;2;3;6;0;9;10;4;13;False;1
9801;LaLiga EA Sports;1984-85;30;Espanyol;Osasuna;1;0;3;0;12;6;15;10;8;4;11;7;3;6;4;8;False;1
9802;LaLiga EA Sports;1984-85;30;Sporting;CD Malaga;2;0;3;0;9;2;13;4;7;2;12;2;1;3;2;9;False;1
9803;LaLiga EA Sports;1984-85;30;Racing;Atlético;1;2;0;3;4;10;8;8;5;14;10;13;4;7;3;5;False;2
9804;LaLiga EA Sports;1984-85;30;Real Madrid;Murcia;5;0;3;0;10;3;7;3;13;1;7;2;7;6;9;9;False;1
9805;LaLiga EA Sports;1984-85;30;Sevilla;Hercules;2;0;3;0;4;6;3;10;5;4;5;4;12;5;7;8;False;1
9806;LaLiga EA Sports;1984-85;30;Valladolid;Barcelona;1;2;0;3;4;8;7;8;7;7;9;8;7;5;4;4;False;2
9807;LaLiga EA Sports;1984-85;30;Zaragoza;R. Sociedad;1;2;0;3;3;7;3;5;6;3;6;3;5;5;4;5;False;2
9808;LaLiga EA Sports;1984-85;31;Barcelona;Sporting;2;0;3;0;10;9;10;13;17;6;13;9;6;0;2;3;False;1
9809;LaLiga EA Sports;1984-85;31;CD Malaga;Espanyol;1;1;1;1;1;12;3;15;4;8;7;8;4;3;2;4;False;0
9810;LaLiga EA Sports;1984-85;31;R. Sociedad;Real Madrid;0;3;0;3;9;14;7;9;10;2;7;3;6;6;8;5;False;2
9811;LaLiga EA Sports;1984-85;31;Valencia;Sevilla;0;0;1;1;4;6;0;6;4;4;3;3;13;11;9;13;False;0
9812;LaLiga EA Sports;1984-85;31;Atlético;Athletic;0;0;1;1;10;13;11;15;9;6;10;7;5;3;3;5;False;0
9813;LaLiga EA Sports;1984-85;31;Betis;Zaragoza;2;0;3;0;4;4;0;2;4;9;3;10;10;7;9;4;False;1
9814;LaLiga EA Sports;1984-85;31;Hercules;Valladolid;2;1;3;0;4;5;7;7;4;4;8;5;7;6;3;8;False;1
9815;LaLiga EA Sports;1984-85;31;Murcia;Racing;3;1;3;0;3;5;3;7;5;2;4;6;9;6;7;3;False;1
9816;LaLiga EA Sports;1984-85;31;Osasuna;Elche;2;2;1;1;3;3;7;5;7;2;10;2;7;10;3;13;False;0
9817;LaLiga EA Sports;1984-85;32;Espanyol;Betis;0;1;0;3;10;6;13;3;9;4;13;0;3;9;4;13;False;2
9818;LaLiga EA Sports;1984-85;32;Athletic;Hercules;4;1;3;0;8;4;13;7;11;3;12;4;3;8;6;8;False;1
9819;LaLiga EA Sports;1984-85;32;Elche;R. Sociedad;1;1;1;1;4;8;6;6;4;3;8;5;6;8;5;4;False;0
9820;LaLiga EA Sports;1984-85;32;Osasuna;CD Malaga;1;0;3;0;5;2;8;3;7;1;8;2;4;5;4;7;False;1
9821;LaLiga EA Sports;1984-85;32;Racing;Valencia;1;1;1;1;5;4;7;1;5;6;7;3;6;11;5;12;False;0
9822;LaLiga EA Sports;1984-85;32;Real Madrid;Atlético;0;4;0;3;11;8;9;11;17;12;10;13;5;3;7;6;False;2
9823;LaLiga EA Sports;1984-85;32;Sevilla;Barcelona;2;2;1;1;5;10;4;12;7;9;7;10;11;4;7;5;False;0
9824;LaLiga EA Sports;1984-85;32;Valladolid;Sporting;0;0;1;1;5;8;6;10;7;6;8;8;7;2;5;5;False;0
9825;LaLiga EA Sports;1984-85;32;Zaragoza;Murcia;3;0;3;0;4;6;1;6;6;1;5;1;9;9;5;14;False;1
9826;LaLiga EA Sports;1984-85;33;Atlético;Zaragoza;0;1;0;3;12;7;13;3;7;7;8;7;3;9;3;6;False;2
9827;LaLiga EA Sports;1984-85;33;Barcelona;Athletic;0;0;1;1;7;10;10;13;15;6;13;8;4;4;2;4;False;0
9828;LaLiga EA Sports;1984-85;33;Betis;Osasuna;3;1;3;0;7;6;6;10;5;4;6;6;7;4;6;9;False;1
